caseid,age,sex,marry,job_satisfaction,income,school,satisfaction_balance,satisfaction_familytime,outdoor_activity,discrimination,competition,match_JobandEducation,weeks_employed
17539,25 to 34 years,Male,1,1,"Between 50,000 to 100,000",0,0,Very satisfied,1,No,1,1,52
17542,55 to 64 years,Female,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
17545,35 to 44 years,Male,1,1,"More than 100,000",0,1,"NA",1,No,0,1,52
17547,55 to 64 years,Female,0,0,"Between 50,000 to 100,000",0,0,"NA",1,Yes,0,1,52
17550,35 to 44 years,Female,1,0,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
17554,55 to 64 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
17560,45 to 54 years,Female,0,1,"More than 100,000",0,0,Satisfied,1,No,1,1,52
17561,35 to 44 years,Male,0,1,"Less than 50,000",0,1,Satisfied,0,No,0,0,10
17565,15 to 24 years,Male,0,1,"Less than 50,000",0,0,"NA",1,No,0,0,52
17566,45 to 54 years,Female,1,1,"More than 100,000",1,1,Satisfied,1,No,0,1,52
17572,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,0,30
17574,55 to 64 years,Female,1,1,"Between 50,000 to 100,000",0,1,Neither satisfied nor dissatisfied,1,Yes,0,1,52
17575,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
17579,15 to 24 years,Female,0,1,"Less than 50,000",1,0,Satisfied,1,No,1,0,52
17580,55 to 64 years,Male,0,0,"Less than 50,000",0,1,"NA",1,No,0,1,48
17582,25 to 34 years,Female,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
17586,25 to 34 years,Female,1,1,"Less than 50,000",1,0,Satisfied,0,No,0,1,52
17587,55 to 64 years,Male,0,1,"More than 100,000",0,0,"NA",1,No,1,1,52
17590,35 to 44 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",0,No,1,1,52
17591,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,0,No,0,1,52
17592,55 to 64 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,0,1,52
17598,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,0,No,0,1,52
17603,15 to 24 years,Male,0,1,"Less than 50,000",1,0,Very dissatisfied,1,No,0,0,45
17605,45 to 54 years,Female,0,0,"Less than 50,000",0,0,"NA",1,Yes,0,0,52
17606,25 to 34 years,Male,0,0,"Between 50,000 to 100,000",0,0,"NA",1,No,1,0,52
17607,55 to 64 years,Female,1,0,"Less than 50,000",0,0,Very satisfied,1,No,0,1,38
17608,15 to 24 years,Female,0,1,"Less than 50,000",1,1,Neither satisfied nor dissatisfied,1,Yes,0,0,50
17613,35 to 44 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,1,1,52
17615,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,26
17616,25 to 34 years,Female,1,1,"Between 50,000 to 100,000",1,1,Satisfied,1,No,1,1,52
17619,55 to 64 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
17620,55 to 64 years,Male,0,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,0,52
17621,45 to 54 years,Female,1,1,"More than 100,000",0,1,Satisfied,1,No,0,1,52
17627,55 to 64 years,Female,1,1,"Less than 50,000",0,1,Satisfied,0,No,0,1,52
17628,35 to 44 years,Female,0,1,"Less than 50,000",0,1,"NA",0,No,0,1,14
17632,35 to 44 years,Female,1,0,"Less than 50,000",0,1,Satisfied,1,No,1,1,52
17634,25 to 34 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,0,1,52
17638,45 to 54 years,Male,1,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
17640,35 to 44 years,Female,1,1,"More than 100,000",0,0,Satisfied,0,No,0,1,52
17641,15 to 24 years,Male,0,1,"Less than 50,000",1,0,"NA",1,No,0,1,52
17642,25 to 34 years,Male,1,1,"More than 100,000",0,1,"NA",1,No,0,1,52
17645,55 to 64 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,0,0,52
17646,25 to 34 years,Male,0,1,"Between 50,000 to 100,000",0,0,"NA",1,No,0,1,50
17647,45 to 54 years,Female,0,1,"Less than 50,000",0,1,"NA",0,No,0,1,52
17653,55 to 64 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,0,No,0,1,52
17656,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,1,Dissatisfied,1,No,0,1,52
17659,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,0,52
17662,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
17665,55 to 64 years,Male,0,1,"More than 100,000",0,0,"NA",1,No,1,1,52
17668,65 to 74 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",0,No,0,1,52
17670,45 to 54 years,Female,1,1,"More than 100,000",0,1,Dissatisfied,1,No,0,1,52
17671,25 to 34 years,Male,1,1,"More than 100,000",0,0,Dissatisfied,1,No,0,1,52
17672,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
17673,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,0,52
17676,25 to 34 years,Male,0,1,"Less than 50,000",0,0,"NA",0,Yes,1,1,52
17678,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,0,Neither satisfied nor dissatisfied,1,Yes,0,1,52
17680,45 to 54 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,0,52
17687,65 to 74 years,Male,0,1,"More than 100,000",0,1,"NA",1,Yes,0,1,52
17689,55 to 64 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,26
17692,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,0,Very satisfied,0,No,0,1,52
17693,65 to 74 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",0,No,0,1,52
17694,45 to 54 years,Female,1,1,"More than 100,000",0,1,Satisfied,1,No,0,0,52
17697,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",1,1,Satisfied,1,No,1,1,52
17700,35 to 44 years,Female,1,1,"Less than 50,000",0,0,Neither satisfied nor dissatisfied,1,No,0,0,52
17703,55 to 64 years,Male,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,0,48
17705,45 to 54 years,Female,0,0,"Between 50,000 to 100,000",1,0,Satisfied,1,No,0,0,10
17706,25 to 34 years,Female,0,1,"Less than 50,000",0,1,Very satisfied,1,No,0,1,52
17707,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Satisfied,0,No,0,1,52
17713,15 to 24 years,Female,0,1,"Less than 50,000",1,1,Satisfied,1,No,1,0,52
17714,25 to 34 years,Male,0,1,"Between 50,000 to 100,000",0,0,Neither satisfied nor dissatisfied,0,No,1,0,52
17715,55 to 64 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
17717,25 to 34 years,Female,1,1,"Less than 50,000",0,0,Neither satisfied nor dissatisfied,1,No,0,1,48
17719,25 to 34 years,Male,1,1,"Less than 50,000",0,0,Neither satisfied nor dissatisfied,1,No,0,1,30
17720,15 to 24 years,Male,0,1,"Less than 50,000",1,1,Neither satisfied nor dissatisfied,1,No,1,0,52
17721,45 to 54 years,Female,0,1,"Less than 50,000",0,0,"NA",1,No,1,0,52
17723,65 to 74 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",0,No,0,1,52
17725,55 to 64 years,Male,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
17726,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
17727,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,0,Very satisfied,1,No,1,0,52
17728,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,0,"NA",1,No,1,1,52
17736,45 to 54 years,Female,0,1,"Less than 50,000",0,1,Satisfied,0,No,1,1,52
17739,55 to 64 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
17743,45 to 54 years,Male,1,1,"More than 100,000",0,1,Very satisfied,0,Yes,0,1,52
17745,25 to 34 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
17746,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,Yes,0,0,52
17751,55 to 64 years,Female,1,1,"Between 50,000 to 100,000",1,1,Satisfied,1,No,0,1,52
17753,45 to 54 years,Female,1,1,"Less than 50,000",0,0,Satisfied,1,No,0,1,52
17756,45 to 54 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,0,1,52
17757,35 to 44 years,Female,0,1,"Less than 50,000",0,1,Very satisfied,1,No,0,1,52
17758,55 to 64 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,0,No,0,0,48
17760,55 to 64 years,Female,1,1,"Between 50,000 to 100,000",0,0,Neither satisfied nor dissatisfied,0,No,1,1,52
17765,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,0,No,0,1,52
17768,45 to 54 years,Female,0,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
17769,55 to 64 years,Male,0,1,"Less than 50,000",0,0,"NA",1,No,1,1,52
17771,45 to 54 years,Male,0,1,"Between 50,000 to 100,000",0,0,"NA",1,No,0,1,52
17773,35 to 44 years,Female,0,1,"Between 50,000 to 100,000",0,0,"NA",1,No,0,0,52
17775,45 to 54 years,Male,0,1,"More than 100,000",0,0,"NA",1,No,1,0,32
17777,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,0,Dissatisfied,1,No,0,0,52
17780,35 to 44 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,0,52
17781,15 to 24 years,Female,0,1,"Less than 50,000",0,1,Satisfied,1,No,1,0,52
17783,55 to 64 years,Male,1,1,"Less than 50,000",0,1,Very satisfied,1,No,1,1,52
17789,25 to 34 years,Male,0,0,"Less than 50,000",1,1,Satisfied,1,No,1,0,40
17790,45 to 54 years,Male,0,1,"Less than 50,000",0,1,"NA",0,No,0,1,16
17791,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,0,52
17794,45 to 54 years,Male,1,0,"Between 50,000 to 100,000",0,1,Satisfied,1,No,1,1,52
17795,45 to 54 years,Male,0,1,"More than 100,000",0,1,"NA",1,No,0,1,52
17798,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
17799,55 to 64 years,Female,1,0,"Between 50,000 to 100,000",0,0,Neither satisfied nor dissatisfied,1,No,1,1,52
17803,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,0,52
17812,55 to 64 years,Male,1,1,"Less than 50,000",0,1,Very satisfied,0,No,0,1,52
17814,25 to 34 years,Male,0,1,"Between 50,000 to 100,000",1,1,"NA",1,No,0,1,52
17816,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,0,40
17820,35 to 44 years,Male,1,1,"Less than 50,000",1,1,Dissatisfied,1,No,0,1,20
17822,25 to 34 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,0,52
17825,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,1,52
17827,45 to 54 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,0,0,52
17828,65 to 74 years,Male,1,1,"Less than 50,000",0,1,Neither satisfied nor dissatisfied,1,No,0,1,52
17830,25 to 34 years,Male,0,0,"Less than 50,000",0,1,Very satisfied,1,Yes,0,0,52
17831,45 to 54 years,Female,0,1,"Less than 50,000",0,0,"NA",1,No,0,1,52
17833,35 to 44 years,Female,0,1,"Less than 50,000",0,1,Satisfied,0,No,0,1,52
17834,65 to 74 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
17835,35 to 44 years,Male,0,0,"Less than 50,000",0,0,"NA",1,No,1,0,52
17837,35 to 44 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
17838,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,0,Satisfied,0,No,0,1,52
17839,55 to 64 years,Male,0,1,"More than 100,000",0,1,"NA",1,No,0,0,52
17845,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",1,0,Neither satisfied nor dissatisfied,0,No,1,1,52
17857,35 to 44 years,Female,1,0,"Less than 50,000",0,1,Very satisfied,0,No,0,0,52
17858,55 to 64 years,Female,0,0,"Between 50,000 to 100,000",0,0,"NA",1,No,0,1,52
17859,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,1,52
17862,55 to 64 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,0,No,0,1,52
17866,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",1,0,Neither satisfied nor dissatisfied,1,No,0,1,34
17868,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,0,52
17872,25 to 34 years,Female,1,0,"Between 50,000 to 100,000",0,0,Satisfied,1,No,1,1,52
17873,35 to 44 years,Male,0,0,"Between 50,000 to 100,000",0,0,"NA",1,No,0,0,36
17877,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
17880,55 to 64 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",0,No,0,1,52
17883,45 to 54 years,Female,0,0,"Between 50,000 to 100,000",0,0,"NA",0,No,0,1,52
17887,45 to 54 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,0,52
17889,15 to 24 years,Female,0,1,"Less than 50,000",1,1,"NA",1,No,0,0,8
17890,45 to 54 years,Male,0,1,"Between 50,000 to 100,000",0,0,"NA",1,No,0,0,52
17891,35 to 44 years,Female,1,1,"Less than 50,000",0,0,Satisfied,1,Yes,0,1,52
17892,25 to 34 years,Female,0,0,"Less than 50,000",0,0,Satisfied,0,No,1,1,52
17897,25 to 34 years,Male,0,0,"Less than 50,000",0,1,Neither satisfied nor dissatisfied,1,No,1,1,32
17898,25 to 34 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,1,1,52
17899,35 to 44 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
17900,45 to 54 years,Male,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,8
17905,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,Neither satisfied nor dissatisfied,1,No,0,0,52
17918,55 to 64 years,Female,0,1,"Less than 50,000",0,1,"NA",0,No,0,1,52
17921,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,0,No,0,1,52
17924,65 to 74 years,Female,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
17927,35 to 44 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,0,1,52
17932,25 to 34 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,45
17933,25 to 34 years,Female,1,1,"Less than 50,000",0,1,Satisfied,0,No,0,0,52
17938,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,0,40
17942,55 to 64 years,Female,0,0,"Between 50,000 to 100,000",0,0,"NA",1,Yes,1,1,52
17947,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,1,1,52
17949,35 to 44 years,Female,0,1,"More than 100,000",0,1,Satisfied,1,No,1,0,52
17954,55 to 64 years,Female,0,1,"More than 100,000",0,0,"NA",1,No,0,1,52
17959,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,0,Very satisfied,1,No,0,1,16
17968,45 to 54 years,Male,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
17973,25 to 34 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,28
17974,45 to 54 years,Male,1,0,"More than 100,000",0,0,Satisfied,1,No,1,1,52
17975,25 to 34 years,Male,1,0,"Less than 50,000",0,0,Neither satisfied nor dissatisfied,1,No,0,0,52
17976,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,0,Dissatisfied,0,No,0,1,52
17977,25 to 34 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,0,No,0,0,52
17978,25 to 34 years,Male,0,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,40
17982,45 to 54 years,Male,0,1,"More than 100,000",0,1,Satisfied,1,No,0,1,30
17985,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",0,0,Neither satisfied nor dissatisfied,1,No,1,1,52
17986,45 to 54 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,Yes,1,0,52
17989,25 to 34 years,Male,1,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,1,40
17990,25 to 34 years,Female,1,0,"Less than 50,000",0,0,Neither satisfied nor dissatisfied,1,No,0,1,52
17991,45 to 54 years,Male,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,0,26
17992,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,1,1,52
17996,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
17999,35 to 44 years,Male,1,1,"Less than 50,000",0,1,Neither satisfied nor dissatisfied,1,No,0,1,52
18001,55 to 64 years,Female,1,1,"Less than 50,000",0,1,"NA",0,No,0,0,22
18005,25 to 34 years,Male,0,0,"Between 50,000 to 100,000",0,1,"NA",1,No,1,1,48
18008,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
18009,35 to 44 years,Male,1,1,"Less than 50,000",0,1,Very satisfied,0,No,0,0,52
18011,65 to 74 years,Female,1,1,"Less than 50,000",0,1,Satisfied,0,No,0,1,52
18012,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
18013,65 to 74 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
18014,55 to 64 years,Male,1,0,"Less than 50,000",0,1,Satisfied,0,No,1,1,40
18016,25 to 34 years,Male,0,0,"Less than 50,000",0,1,"NA",1,No,0,1,26
18017,55 to 64 years,Female,1,1,"More than 100,000",0,0,Very satisfied,1,No,0,0,52
18018,55 to 64 years,Female,1,1,"Less than 50,000",0,0,Dissatisfied,1,No,0,1,32
18022,45 to 54 years,Female,0,1,"Less than 50,000",0,1,"NA",0,No,1,1,36
18026,55 to 64 years,Female,0,1,"More than 100,000",0,1,Satisfied,1,No,0,1,52
18029,25 to 34 years,Male,0,1,"Between 50,000 to 100,000",0,1,Satisfied,0,No,0,1,52
18036,15 to 24 years,Female,1,0,"Less than 50,000",0,1,Very satisfied,0,No,0,0,12
18037,55 to 64 years,Female,0,1,"Less than 50,000",0,1,"NA",0,No,0,1,52
18039,45 to 54 years,Female,1,1,"Less than 50,000",0,0,Satisfied,1,No,0,1,52
18040,25 to 34 years,Male,0,1,"Less than 50,000",0,0,Neither satisfied nor dissatisfied,1,No,0,0,52
18046,55 to 64 years,Male,1,1,"Less than 50,000",0,1,"NA",0,Yes,0,1,52
18047,55 to 64 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
18051,25 to 34 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,1,0,22
18052,25 to 34 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,1,1,52
18053,25 to 34 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,9
18054,55 to 64 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
18057,45 to 54 years,Female,1,1,"Less than 50,000",0,0,Very satisfied,1,No,0,1,40
18061,35 to 44 years,Male,0,1,"Less than 50,000",0,1,"NA",1,Yes,0,0,52
18063,65 to 74 years,Female,0,1,"Less than 50,000",0,1,"NA",0,No,0,1,52
18065,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
18068,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,0,Dissatisfied,1,No,0,1,52
18069,55 to 64 years,Male,1,1,"More than 100,000",0,1,Very satisfied,1,No,0,1,52
18073,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,1,1,52
18074,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
18076,25 to 34 years,Female,1,1,"Less than 50,000",0,0,Dissatisfied,1,No,0,0,52
18077,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,1,0,52
18081,45 to 54 years,Female,0,1,"More than 100,000",0,1,Satisfied,0,No,0,1,52
18083,55 to 64 years,Male,1,1,"More than 100,000",0,1,Neither satisfied nor dissatisfied,1,No,0,1,52
18085,25 to 34 years,Female,0,1,"Less than 50,000",1,0,"NA",1,No,0,0,52
18090,45 to 54 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
18092,25 to 34 years,Male,1,1,"Less than 50,000",0,1,Very satisfied,1,No,1,0,52
18093,15 to 24 years,Male,0,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
18094,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,1,"NA",1,No,1,0,52
18095,55 to 64 years,Female,1,1,"More than 100,000",0,1,Very satisfied,1,No,1,1,52
18096,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,0,Neither satisfied nor dissatisfied,0,No,1,1,52
18097,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,1,1,52
18101,55 to 64 years,Female,0,1,"Between 50,000 to 100,000",0,0,"NA",1,No,0,1,52
18102,25 to 34 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,1,1,52
18103,55 to 64 years,Female,1,0,"Less than 50,000",0,0,"NA",1,Yes,0,1,52
18106,65 to 74 years,Male,1,1,"Between 50,000 to 100,000",0,1,"NA",0,No,0,1,40
18107,45 to 54 years,Male,0,1,"Less than 50,000",0,0,"NA",1,No,0,1,52
18109,25 to 34 years,Female,0,1,"Less than 50,000",0,0,"NA",1,No,0,1,52
18111,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,1,No,0,1,52
18114,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Neither satisfied nor dissatisfied,1,No,0,1,52
18118,25 to 34 years,Male,0,1,"Less than 50,000",1,1,"NA",1,No,0,0,24
18120,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,1,"NA",0,No,0,1,52
18121,25 to 34 years,Female,0,0,"Between 50,000 to 100,000",0,0,"NA",1,No,1,1,52
18128,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
18131,65 to 74 years,Female,0,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
18132,35 to 44 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,Yes,1,1,52
18134,15 to 24 years,Male,0,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,30
18142,55 to 64 years,Male,0,1,"More than 100,000",0,1,"NA",0,No,1,1,52
18149,15 to 24 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
18151,25 to 34 years,Male,1,1,"Between 50,000 to 100,000",0,1,"NA",1,No,1,1,52
18155,15 to 24 years,Female,0,1,"Less than 50,000",0,0,Satisfied,1,No,1,0,12
18156,55 to 64 years,Male,1,1,"More than 100,000",0,1,Very satisfied,1,No,0,1,52
18158,25 to 34 years,Female,1,1,"Less than 50,000",0,1,Neither satisfied nor dissatisfied,1,No,0,1,52
18161,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
18164,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,0,Neither satisfied nor dissatisfied,1,No,0,1,52
18167,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
18170,35 to 44 years,Female,1,0,"Less than 50,000",0,0,Very satisfied,1,No,0,1,52
18172,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,8
18174,25 to 34 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
18179,35 to 44 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,"NA",0,1,22
18182,55 to 64 years,Female,1,0,"Between 50,000 to 100,000",1,1,Very satisfied,1,No,0,1,52
18185,55 to 64 years,Male,1,0,"Between 50,000 to 100,000",0,1,Satisfied,1,No,1,1,52
18188,35 to 44 years,Male,1,1,"More than 100,000",0,0,Dissatisfied,1,No,1,0,52
18189,25 to 34 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,0,0,52
18192,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
18195,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,0,Neither satisfied nor dissatisfied,1,No,1,1,52
18196,25 to 34 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,16
18204,35 to 44 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,1,0,52
18208,35 to 44 years,Female,1,1,"Less than 50,000",0,1,Dissatisfied,1,No,0,0,52
18210,35 to 44 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
18211,25 to 34 years,Male,0,1,"Less than 50,000",0,1,Very satisfied,0,No,1,1,52
18214,25 to 34 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,42
18216,25 to 34 years,Male,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,0,52
18218,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
18220,55 to 64 years,Male,1,1,"Less than 50,000",0,1,Very satisfied,0,No,0,1,36
18221,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,40
18223,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,0,"NA",1,No,0,1,52
18224,35 to 44 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,Yes,0,1,52
18227,55 to 64 years,Female,0,1,"Less than 50,000",0,1,Very satisfied,1,No,0,1,52
18228,25 to 34 years,Male,0,0,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,1,30
18230,15 to 24 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,1,1,27
18231,55 to 64 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,1,No,0,0,52
18234,55 to 64 years,Female,0,0,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
18238,35 to 44 years,Female,0,1,"Between 50,000 to 100,000",1,1,"NA",1,No,0,1,52
18243,25 to 34 years,Male,0,1,"Between 50,000 to 100,000",0,1,Neither satisfied nor dissatisfied,0,No,0,1,52
